,cmte_id,cmte_nm,name,file_year,other_id,sum
215,C00473918,WOMEN VOTE!,"MSHC PARTNERS, INC.",2010,H0AL07086,92886.0
216,C00473918,WOMEN VOTE!,MEDIA FORTITUDE PARTNERS,2020,H8NM02156,91600.0
217,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2022,H0MN02134,90188.0
218,C00473918,WOMEN VOTE!,THE PIVOT GROUP,2022,S0FL00338,89442.0
219,C00473918,WOMEN VOTE!,"THE PIVOT GROUP, INC.",2020,H0AR02206,87925.0
220,C00473918,WOMEN VOTE!,MOXIE MEDIA,2014,H2MI14111,87712.0
221,C00473918,WOMEN VOTE!,MISSION CONTROL,2010,H0WI07069,85472.0
222,C00473918,WOMEN VOTE!,"WIRED MEDIA PARTNERS,",2012,H0MN06127,84999.0
223,C00473918,WOMEN VOTE!,OAK STRATEGIES,2020,H0NY17273,81831.0
224,C00473918,WOMEN VOTE!,MISSION CONTROL INC,2010,H0NH01217,80104.0
225,C00473918,WOMEN VOTE!,DRIVE COMMITTEE,2016,C00032979,80000.0
226,C00473918,WOMEN VOTE!,CAFE MEDIA,2016,P00003392,80000.0
227,C00473918,WOMEN VOTE!,"THE STRATEGY GROUP,",2012,H2NY06116,79887.0
228,C00473918,WOMEN VOTE!,SCREEN STRATEGIES MEDIA,2014,H4ME02200,79555.0
229,C00473918,WOMEN VOTE!,SKDKNICKERBOCKER,2014,S4NC00162,78905.0
230,C00473918,WOMEN VOTE!,THE NEW MEDIA FIRM,2014,H2MI14111,78461.0
231,C00473918,WOMEN VOTE!,"THE PIVOT GROUP, INC.",2016,H2CA35100,78024.0
232,C00473918,WOMEN VOTE!,THE PIVOT GROUP,2022,S6NV00200,77100.0
233,C00473918,WOMEN VOTE!,"THE STRATEGY GROUP,",2012,H2CT05172,76384.0
234,C00473918,WOMEN VOTE!,"ADELSTEIN LISTON,",2012,S2HI00114,75000.0
235,C00473918,WOMEN VOTE!,"THE PIVOT GROUP, INC.",2016,H6CA44103,73564.0
236,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2022,H2CT05222,69976.0
237,C00473918,WOMEN VOTE!,"MOXIE MEDIA, INC,",2012,H2AZ09019,69398.0
238,C00473918,WOMEN VOTE!,"THE PIVOT GROUP, INC.",2020,H4AR02141,68486.0
239,C00473918,WOMEN VOTE!,MOXIE MEDIA,2016,H8FL00034,68219.0
240,C00473918,WOMEN VOTE!,MISSION CONTROL INC,2010,H0NH02017,67567.0
241,C00473918,WOMEN VOTE!,MOXIE MEDIA,2016,H2IA01055,66870.0
242,C00473918,WOMEN VOTE!,WILD BUNCH MEDIA,2010,H0CO04122,65493.0
243,C00473918,WOMEN VOTE!,AMERICAN ASSOCIATION FOR JUSTICE PAC,2020,C00024521,65000.0
244,C00473918,WOMEN VOTE!,AL MEDIA LLC,2016,H6DE00206,64925.0
245,C00473918,WOMEN VOTE!,MOXIE MEDIA,2010,S2WA00189,63523.0
246,C00473918,WOMEN VOTE!,76 WORDS,2020,H0TX24175,63371.0
247,C00473918,WOMEN VOTE!,"THE PIVOT GROUP, INC.",2020,H0NC08254,61655.0
248,C00473918,WOMEN VOTE!,MISSION CONTROL,2010,H0WI07051,61317.0
249,C00193433,EMILY'S LIST,LESTER CONNECT,2010,H0CA32101,60691.0
250,C00473918,WOMEN VOTE!,MOXIE MEDIA,2014,H0MI13398,60518.0
251,C00473918,WOMEN VOTE!,DIXON DAVIS MEDIA GROUP,2022,S2NV00324,60379.0
252,C00473918,WOMEN VOTE!,TRILOGY INTERACTIVE LLC,2022,H2TX23082,60000.0
253,C00473918,WOMEN VOTE!,THE NEW MEDIA FIRM,2016,H6MD08481,60000.0
254,C00473918,WOMEN VOTE!,TRILOGY INTERACTIVE LLC,2022,H0TX28077,60000.0
255,C00473918,WOMEN VOTE!,"DELIVER STRATEGIES, LLC",2020,H8GA06393,59434.0
256,C00473918,WOMEN VOTE!,THE STRATEGY GROUP INC,2020,H0NY01186,59132.0
257,C00473918,WOMEN VOTE!,MEDIA STATEGIES,2010,S0MA00075,58566.0
258,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2022,H2PA12070,57538.0
259,C00473918,WOMEN VOTE!,THE STRATEGY GROUP,2014,H4NH02241,57346.0
260,C00473918,WOMEN VOTE!,"THE PIVOT GROUP, INC.",2016,H6FL10144,56251.0
261,C00473918,WOMEN VOTE!,GRUNWALD COMMUNICATIONS,2020,S6ME00159,55178.0
262,C30001754,WOMEN'S VOICES WOMEN VOTE ACTION FUND,THE NEW MEDIA FIRM,2010,S0CO00237,55007.0
263,C00473918,WOMEN VOTE!,THE COLLECTIVE SUPER PAC,2020,C00592808,55000.0
264,C00473918,WOMEN VOTE!,"MOORE + ASSOCIATES, LLC",2016,P00003392,55000.0
265,C00473918,WOMEN VOTE!,THE STRATEGY GROUP,2014,H0NH01217,54996.0
266,C00473918,WOMEN VOTE!,BLACKPAC AND EMILY'S LIST WOMEN VOTE! JOINT FUNDRAISING COMMITTEE,2020,C00753301,54984.0
267,C00193433,EMILY'S LIST,"MSHC PARTNERS, INC.",2010,H0IL05062,54305.0
268,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2020,H8VA02111,53185.0
269,C00473918,WOMEN VOTE!,"THE STRATEGY GROUP,",2012,H2CT05131,53121.0
270,C00193433,EMILY'S LIST,MISSION CONTROL INC,2010,H0CA10099,53088.0
271,C90009317,WOMEN'S VOICES WOMEN VOTE ACTION FUND,"THE PIVOT GROUP, INC.",2016,P80001571,52926.0
272,C00473918,WOMEN VOTE!,THE PIVOT GROUP,2022,H0TX28077,52711.0
273,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2022,H0TX28077,51010.0
274,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2016,H8CO06138,50801.0
275,C00473918,WOMEN VOTE!,"BLUEPRINT INTERACTIVE,",2012,H2FL08063,50500.0
276,C00473918,WOMEN VOTE!,FAIR SHARE ACTION,2020,C00526673,50000.0
277,C00473918,WOMEN VOTE!,NARAL PRO-CHOICE AMERICA,2020,C00079541,50000.0
278,C00473918,WOMEN VOTE!,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,2020,C00027342,50000.0
279,C00473918,WOMEN VOTE!,LPAC,2020,C00519413,50000.0
280,C00473918,WOMEN VOTE!,BULLY PULPIT INTERACTIVE,2014,S4NC00162,50000.0
281,C00473918,WOMEN VOTE!,MOXIE MEDIA,2014,H4HI01167,49971.0
282,C00473918,WOMEN VOTE!,SHORR JOHNSON MAGNUS,2016,S4PA00121,49656.0
283,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2016,H8MN03077,48825.0
284,C00473918,WOMEN VOTE!,WATERFRONT STRATEGIES,2022,H2NV03153,48564.0
285,C00473918,WOMEN VOTE!,WILDFIRE CONTACT,2020,H0NY17265,48554.0
286,C00473918,WOMEN VOTE!,76 WORDS,2020,H0AR02206,48106.0
287,C00473918,WOMEN VOTE!,CANAL PARTNERS MEDIA,2020,H0OK05205,48000.0
288,C00473918,WOMEN VOTE!,"MISSION CONTROL INC,",2012,H2OR01133,47124.0
