,cmte_id,cmte_nm,name,file_year,other_id,sum
36,C00489799,PLANNED PARENTHOOD VOTES,STRATEGIC VICTORY FUND IE PAC,2022,C00741769,475000.0
37,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,S0AZ00350,464503.0
38,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD VOTES,2020,C00489799,462500.0
39,C00489799,PLANNED PARENTHOOD VOTES,SCREEN STRATEGIES MEDIA,2014,S4CO00395,452965.0
40,C00489799,PLANNED PARENTHOOD VOTES,WATERFRONT STRATEGIES,2014,S4IA00129,450053.0
41,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S6PA00266,426425.0
42,C90005471,PLANNED PARENTHOOD ACTION FUND INC,BLUEPRINT INTERACTIVE,2012,P80003353,425940.0
43,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,S8AZ00221,424151.0
44,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2016,P80001571,404296.0
45,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD VOTES OHIO,2022,C00663724,400000.0
46,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2016,S0NH00235,399589.0
47,C00489799,PLANNED PARENTHOOD VOTES,WORK FOR PROGRESS,2014,S4CO00395,366023.0
48,C00489799,PLANNED PARENTHOOD VOTES,STONES' PHONES,2016,P00003392,358695.0
49,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,2020,P80001571,358168.0
50,C00489799,PLANNED PARENTHOOD VOTES,WORK FOR PROGRESS,2014,S8CO00172,354074.0
51,C00489799,PLANNED PARENTHOOD VOTES,360 CAMPAIGN CONSULTING LLC,2020,S4NC00162,353711.0
52,C00489799,PLANNED PARENTHOOD VOTES,WATERFRONT STRATEGIES,2016,S0NH00235,343175.0
53,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2020,S0ME00111,335000.0
54,C00489799,PLANNED PARENTHOOD VOTES,360 CAMPAIGN CONSULTING LLC,2020,S0NC00202,331218.0
55,C70004148,PLANNED PARENTHOOD ACTION FUND INC,,2016,P00003392,299330.0
56,C00489799,PLANNED PARENTHOOD VOTES,50+1 STRATEGIES,2022,S2AZ00372,297948.0
57,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2020,S6ME00159,290000.0
58,C90005471,PLANNED PARENTHOOD ACTION FUND INC,COMMUNITY OUTREACH GROUP LLC,2014,,289826.0
59,C00489799,PLANNED PARENTHOOD VOTES,"MEDIA STRATEGIES & RESEARCH,",2012,P80003338,289200.0
60,C00489799,PLANNED PARENTHOOD VOTES,360 CAMPAIGN CONSULTING LLC,2020,P80001571,285923.0
61,C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),SCALE FOR CHANGE,2022,S6NV00200,282619.0
62,C00489799,PLANNED PARENTHOOD VOTES,SCREEN STRATEGIES MEDIA,2016,P00003392,274450.0
63,C00489799,PLANNED PARENTHOOD VOTES,360 CAMPAIGN CONSULTING LLC,2020,S0ME00111,263670.0
64,C00489799,PLANNED PARENTHOOD VOTES,PRIORITIES USA ACTION,2016,P80001571,256030.0
65,C90005471,PLANNED PARENTHOOD ACTION FUND INC,THE PIVOT GROUP,2016,,251288.0
66,C00489799,PLANNED PARENTHOOD VOTES,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),2022,C00004036,250000.0
67,C00489799,PLANNED PARENTHOOD VOTES,DAGA PAC,2022,C00638320,250000.0
68,C00489799,PLANNED PARENTHOOD VOTES,76 WORDS,2014,S4NC00162,234507.0
69,C00489799,PLANNED PARENTHOOD VOTES,"SB DIGITAL, INC.",2020,S0NC00202,234234.0
70,C00489799,PLANNED PARENTHOOD VOTES,BULLY PULPIT INTERACTIVE,2016,S6NV00218,233077.0
71,C90005471,PLANNED PARENTHOOD ACTION FUND INC,O'BRIEN GARRETT (FORMERLY KNOWN AS OMP INC.),2016,,231849.0
72,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2020,P60012465,230655.0
73,C00489799,PLANNED PARENTHOOD VOTES,WOMEN VOTE!,2020,C00473918,229106.0
74,C90005471,PLANNED PARENTHOOD ACTION FUND INC,"MACK SUMNER COMMUNICATIONS, LLC",2016,,227072.0
75,C00489799,PLANNED PARENTHOOD VOTES,360 CAMPAIGN CONSULTING LLC,2020,P60012465,226950.0
76,C00489799,PLANNED PARENTHOOD VOTES,SCALE FOR CHANGE,2022,S2NC00497,217507.0
77,C00489799,PLANNED PARENTHOOD VOTES,"SB DIGITAL, INC.",2020,P60012465,216651.0
78,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2020,P60012465,215000.0
79,C00489799,PLANNED PARENTHOOD VOTES,"STONES' PHONES,",2012,P80003338,210921.0
80,C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),50+1 STRATEGIES LLC,2022,S2NV00324,207740.0
81,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MACKCROUNSE GROUP,2012,P80003353,202328.0
82,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2020,P80001571,200000.0
83,C00489799,PLANNED PARENTHOOD VOTES,SENATE MAJORITY PAC,2016,C00484642,200000.0
84,C00314617,"PLANNED PARENTHOOD ACTION FUND INC. PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD VOTES,2016,C00489799,200000.0
85,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2020,S8GA00180,188000.0
86,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2020,S0GA00559,188000.0
87,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2022,S8GA00180,177785.0
88,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2020,S0ME00111,177106.0
89,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2014,S8AK00090,165456.0
90,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2014,S4AK00214,165456.0
91,C90016767,PLANNED PARENTHOOD ACTION PAC NORTH CAROLINA,COMMUNITY OUTREACH GROUP LLC,2016,S6NC00266,165371.0
92,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,P80001571,161878.0
93,C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,2022,S6NV00200,161514.0
94,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,P60012465,161405.0
95,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2020,P80001571,158423.0
96,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MACKCROUNSE GROUP,2012,S0CT00151,155574.0
97,C00489799,PLANNED PARENTHOOD VOTES,DELIVER STRATEGIES,2020,P60012465,151601.0
98,C00489799,PLANNED PARENTHOOD VOTES,VIRGINIA PLUS PAC,2022,C00697755,150000.0
99,C00568931,MI PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,S8MI00372,144902.0
100,C00568931,MI PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,P80001571,144902.0
101,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2020,S2MT00096,144495.0
102,C00568931,MI PLANNED PARENTHOOD VOTES,THE NEW MEDIA FIRM,2020,S4MI00355,143435.0
103,C00489799,PLANNED PARENTHOOD VOTES,"THE OUTREACH TEAM, LLC",2022,S6PA00274,140625.0
104,C00489799,PLANNED PARENTHOOD VOTES,RESONANCE CAMPAIGNS,2020,P60012465,140458.0
105,C00489799,PLANNED PARENTHOOD VOTES,RESONANCE CAMPAIGNS,2022,S2GA00225,137179.0
106,C00489799,PLANNED PARENTHOOD VOTES,"THE PIVOT GROUP,",2012,S6MT00097,136153.0
107,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2020,S8AZ00221,135026.0
108,C00489799,PLANNED PARENTHOOD VOTES,PRIORITIES USA ACTION,2016,C00495861,133034.0
109,C00489799,PLANNED PARENTHOOD VOTES,"SB DIGITAL, INC.",2020,P80001571,130144.0
110,C00489799,PLANNED PARENTHOOD VOTES,BULLY PULPIT INTERACTIVE,2016,H4VA10089,128000.0
111,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2022,S0WI00197,125000.0
112,C00489799,PLANNED PARENTHOOD VOTES,"MACKCROUNSE GROUP,",2012,P80003353,124782.0
113,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S6NV00200,124368.0
114,C00489799,PLANNED PARENTHOOD VOTES,"ZATA 3,",2012,P80003338,123727.0
115,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCA,PLANNED PARENTHOOD PA ADVOCATES,2010,S0PA00434,119463.0
116,C90005471,PLANNED PARENTHOOD ACTION FUND INC,"TERRIS, BARNES, WALTERS",2016,P00003392,119198.0
117,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2022,S2GA00225,118806.0
118,C00489799,PLANNED PARENTHOOD VOTES,WIN JUSTICE,2022,C00672394,118000.0
119,C90016510,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND,COMMUNITY OUTREACH GROUP,2016,,116898.0
120,C00489799,PLANNED PARENTHOOD VOTES,THE STRATEGY GROUP,2014,S4CO00395,116744.0
121,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,P80000722,116697.0
122,C00489799,PLANNED PARENTHOOD VOTES,SWAY,2014,S4IA00129,115678.0
123,C00489799,PLANNED PARENTHOOD VOTES,PRIORITIES USA,2016,S4PA00121,114446.0
124,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2020,P80000722,113600.0
125,C00489799,PLANNED PARENTHOOD VOTES,76 WORDS,2016,P00003392,112194.0
126,C00568931,MI PLANNED PARENTHOOD VOTES,COMMUNITY ORGANIZING GROUP,2014,S4MI00355,111991.0
127,C90005471,PLANNED PARENTHOOD ACTION FUND INC,"TERRIS, BARNES, WALTERS",2016,,109210.0
128,C00568931,MI PLANNED PARENTHOOD VOTES,THE NEW MEDIA FIRM,2020,S8MI00372,105939.0
129,C00489799,PLANNED PARENTHOOD VOTES,"BLUEPRINT INTERACTIVE,",2012,S6MT00097,103475.0
130,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,S0AZ00350,103450.0
131,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,S0MT00173,102071.0
132,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,S0GA00559,101303.0
133,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,S8GA00180,101303.0
134,C90005471,PLANNED PARENTHOOD ACTION FUND INC,BLUEPRINT INTERACTIVE,2014,,101254.0
135,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,S8AZ00221,100411.0
136,C00568931,MI PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,P80000722,100327.0
137,C00568931,MI PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,S4MI00355,100327.0
138,C00489799,PLANNED PARENTHOOD VOTES,"76 WORDS,",2012,P80003353,100302.0
139,C00556860,"PROTECTING CHOICE IN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA",PLANNED PARENTHOOD VOTES,2020,C00489799,100000.0
140,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2014,S4GA11285,100000.0
141,C00489799,PLANNED PARENTHOOD VOTES,WOMEN'S MARCH WIN,2020,C00760488,100000.0
142,C00489799,PLANNED PARENTHOOD VOTES,MICHIGAN PLANNED PARENTHOOD VOTES,2016,C00568931,100000.0
143,C00489799,PLANNED PARENTHOOD VOTES,SCREEN STRATEGIES MEDIA,2014,S8CO00172,99938.0
144,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2022,S8GA00180,98403.0
145,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2022,S0GA00559,98403.0
146,C00489799,PLANNED PARENTHOOD VOTES,M+R STRATEGIC SERVICES,2020,P80001571,97848.0
147,C00489799,PLANNED PARENTHOOD VOTES,SCALE FOR CHANGE,2022,S2GA00225,95688.0
148,C00568931,MI PLANNED PARENTHOOD VOTES,COMMUNITY ORGANIZING GROUP,2016,P00003392,92550.0
149,C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),50+1 STRATEGIES LLC,2022,S6NV00200,92109.0
150,C00489799,PLANNED PARENTHOOD VOTES,SCALE FOR CHANGE,2022,S0AZ00350,91696.0
151,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,H0PA01325,89531.0
152,C00489799,PLANNED PARENTHOOD VOTES,DELIVER STRATEGIES,2020,P80001571,89248.0
153,C90006487,PLANNED PARENTHOOD VOTES! WASHINGTON,MOXIE MEDIA,2010,S2WA00189,88898.0
154,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,"AMS COMMUNICATIONS, INC.",2014,,88769.0
155,C00489799,PLANNED PARENTHOOD VOTES,SWAY,2014,S4AK00214,86892.0
156,C00489799,PLANNED PARENTHOOD VOTES,DELIVER STRATEGIES,2022,S2PA00638,85852.0
157,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ADVOCATES OF OHIO,2016,P00003392,84911.0
158,C00568931,MI PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP,2020,P80000722,84000.0
159,C00568931,MI PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP,2020,S8MI00372,84000.0
160,C00568931,MI PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP,2020,S4MI00355,84000.0
161,C00568931,MI PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP,2020,P80001571,84000.0
162,C00568931,MI PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2014,S4MI00355,83817.0
163,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MOXIE MEDIA INC,2014,,83052.0
164,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCA,PLANNED PARENTHOOD PA ADVOCATES,2010,H6PA07097,82872.0
165,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S6NV00218,81011.0
166,C00489799,PLANNED PARENTHOOD VOTES,DELIVER STRATEGIES,2022,S6PA00274,79592.0
167,C00489799,PLANNED PARENTHOOD VOTES,"MACKCROUNSE GROUP,",2012,S8VA00214,79471.0
168,C00568931,MI PLANNED PARENTHOOD VOTES,THE NEW MEDIA FIRM,2020,P80000722,78714.0
169,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,THE CAMPAIGN WORKSHOP,2016,,77276.0
170,C00489799,PLANNED PARENTHOOD VOTES,"SB DIGITAL, INC.",2020,S4NC00162,76271.0
171,C00489799,PLANNED PARENTHOOD VOTES,"ABAR HUTTON MEDIA,",2012,S6MT00097,75990.0
172,C90005471,PLANNED PARENTHOOD ACTION FUND INC,GRSC CONSULTING LLC,2012,P80003338,75182.0
173,C90005471,PLANNED PARENTHOOD ACTION FUND INC,GRSC CONSULTING LLC,2012,S6OH00163,75182.0
174,C00489799,PLANNED PARENTHOOD VOTES,#VOTEPROCHOICE PAC,2022,C00571117,75000.0
175,C00489799,PLANNED PARENTHOOD VOTES,DAGA PLP,2020,C00687137,75000.0
176,C00489799,PLANNED PARENTHOOD VOTES,FAIR SHARE ACTION,2012,C00526673,75000.0
177,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",BW MEDIA LLC,2020,S2KY00012,75000.0
178,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,MEDIA SOLUTIONS,2014,,74974.0
179,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2020,S6ME00159,73667.0
180,C00489799,PLANNED PARENTHOOD VOTES,THE STRATEGY GROUP,2014,S8CO00172,73533.0
181,C00489799,PLANNED PARENTHOOD VOTES,"BLUEPRINT INTERACTIVE,",2012,S2WI00219,73158.0
182,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,COMMUNITY OUTREACH GROUP,2020,S8MN00578,72057.0
183,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,COMMUNITY OUTREACH GROUP,2020,P80001571,72057.0
184,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,COMMUNITY OUTREACH GROUP,2020,S0MN00328,72057.0
185,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,COMMUNITY OUTREACH GROUP,2020,P80000722,72057.0
186,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2020,H6PA08277,70566.0
187,C00489799,PLANNED PARENTHOOD VOTES,CHONG + KOSTER,2020,S4CO00395,70532.0
188,C90005471,PLANNED PARENTHOOD ACTION FUND INC,PETER D HART RESEARCH ASSOCIATES,2012,P80003353,70500.0
189,C00489799,PLANNED PARENTHOOD VOTES,"BLUEPRINT INTERACTIVE,",2012,P80003353,70365.0
190,C00489799,PLANNED PARENTHOOD VOTES,WORK FOR PROGRESS INC,2016,P80001571,70233.0
191,C00488502,"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA",MERING CARSON,2010,S2CA00286,70000.0
192,C90005471,PLANNED PARENTHOOD ACTION FUND INC,RISING TIDE INTERACTIVE,2014,,69402.0
193,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,2020,P80000722,69340.0
194,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,"PROTECTING CHOICE IN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA",2020,C00556860,68883.0
195,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,2020,C00672394,68869.0
196,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MISSION CONTROL,2014,S4MA00028,68757.0
197,C00489799,PLANNED PARENTHOOD VOTES,76 WORDS,2016,S6NV00218,67730.0
198,C00489799,PLANNED PARENTHOOD VOTES,BLUEPRINT INTERACTIVE,2022,S2PA00638,67500.0
199,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,2020,P60012465,67085.0
200,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S6NV00275,66813.0
201,C90005471,PLANNED PARENTHOOD ACTION FUND INC,BLUEPRINT INTERACTIVE,2012,P80003338,66700.0
202,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND,2014,S8NC00239,66302.0
203,C00568931,MI PLANNED PARENTHOOD VOTES,THE NEW MEDIA FIRM,2020,P80001571,65660.0
204,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD MAINE ACTION FUND,2020,S6ME00159,65040.0
205,C90005471,PLANNED PARENTHOOD ACTION FUND INC,BULLY PULPIT INTERACTIVE,2014,,65032.0
206,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",BW MEDIA LLC,2020,H0WA03187,65000.0
207,C00489799,PLANNED PARENTHOOD VOTES,50+1 STRATEGIES,2022,S0AZ00350,64964.0
208,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,2020,C00568931,63525.0
209,C00489799,PLANNED PARENTHOOD VOTES,STONES' PHONES,2014,S4MA00028,62818.0
210,C00488502,"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA",PLANET KELLY,2010,S2CA00286,62388.0
211,C00489799,PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,H0GA07273,61834.0
212,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ADVOCATES OF OHIO,2016,P80001571,60930.0
213,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ADVOCATES OF OHIO,2016,S0OH00133,60930.0
214,C00488502,"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA",PLANET KELLY,2010,S0CA00330,60616.0
215,C00489799,PLANNED PARENTHOOD VOTES,GMMB,2022,S2PA00638,59496.0
216,C00556860,PROTECTING CHOICE IN CALIFORNIA A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA,2014,H2CA00120,58977.0
217,C90007311,PLANNED PARENTHOOD ADVOCATES MAR MONTE,"GLORIA RITCHIE ASSOCIATES, LLC",2014,,58223.0
218,C90005471,PLANNED PARENTHOOD ACTION FUND INC,76 WORDS,2012,P80003353,57768.0
219,C00568931,MI PLANNED PARENTHOOD VOTES,THE PIVOT GROUP,2020,H8MI11254,57603.0
220,C00488502,"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA",PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA,2010,S2CA00286,56898.0
221,C90005471,PLANNED PARENTHOOD ACTION FUND INC,WORK FOR PROGRESS,2012,P80003338,56578.0
222,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S60H00254,56501.0
223,C00489799,PLANNED PARENTHOOD VOTES,RESONANCE CAMPAIGNS,2022,S0GA00559,55559.0
224,C00489799,PLANNED PARENTHOOD VOTES,LATINO DECISIONS,2016,P00003392,55300.0
225,C00489799,PLANNED PARENTHOOD VOTES,LATINO DECISIONS,2016,P80001571,55300.0
226,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S0WI00197,54953.0
227,C00489799,PLANNED PARENTHOOD VOTES,COMMUNITY OUTREACH GROUP LLC,2016,S8WI00026,54952.0
228,C00489799,PLANNED PARENTHOOD VOTES,"ZATA 3,",2012,S2VA00142,54902.0
229,C00489799,PLANNED PARENTHOOD VOTES,SCREEN STRATEGIES MEDIA,2016,S6NV00218,54568.0
230,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MISSION CONTROL,2012,S2WI00219,54537.0
231,C90005471,PLANNED PARENTHOOD ACTION FUND INC,MISSION CONTROL,2012,S2WI00235,54450.0
232,C00489799,PLANNED PARENTHOOD VOTES,DELIVER STRATEGIES,2020,P80000722,52660.0
233,C00489799,PLANNED PARENTHOOD VOTES,WORK FOR PROGRESS INC,2016,H8CO06138,52533.0
