,cmte_id,cmte_nm,cmte_tp,cmte_dsgn,cmte_filing_freq,ttl_receipts,trans_from_aff,indv_contrib,other_pol_cmte_contrib,cand_contrib,cand_loans,ttl_loans_received,ttl_disb,tranf_to_aff,indv_refunds,other_pol_cmte_refunds,cand_loan_repay,loan_repay,coh_bop,coh_cop,debts_owed_by,nonfed_trans_received,contrib_to_other_cmte,ind_exp,pty_coord_exp,nonfed_share_exp,cvg_end_dt,file_year
10,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,O,U,Q,263304.5,0.0,264365.0,-1500.0,0.0,0.0,0.0,253642.57,0.0,0.0,-2500.0,0.0,0.0,130278.63,139940.56,48929.31,0.0,40750.0,11719.59,0.0,0.0,12/31/2022,2022
11,C00715904,"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND",O,U,Q,31083.89,0.0,9268.95,0.0,0.0,0.0,0.0,37638.06,0.0,0.0,21000.0,0.0,0.0,42330.13,35775.96,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2022,2022
12,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",O,U,Q,227405.0,0.0,227405.0,0.0,0.0,0.0,0.0,206907.71,0.0,0.0,0.0,0.0,0.0,141362.45,161859.74,82158.06,0.0,0.0,123921.93,0.0,0.0,11/28/2022,2022
13,C00760967,PLANNED PARENTHOOD ADVOCATES OF GREATER WASHINGTON AND NORTH IDAHO PAC,O,U,A,,,,,,,,,,,,,,,,,,,,,,,2022
14,C00795070,PLANNED PARENTHOOD ILLINOIS VOTES,N,U,Q,5105.0,0.0,5.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,6575.0,0.0,0.0,0.0,0.0,0.0,11/28/2022,2022
15,C70004148,PLANNED PARENTHOOD ACTION FUND INC,C,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67856.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/19/2022,2022
16,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
17,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
18,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
19,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
20,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
21,C90008236,PLANNED PARENTHOOD HUDSON PECANIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
22,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
23,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
24,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
25,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
26,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
27,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
28,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
29,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
30,C90016510,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/09/2022,2022
31,C90016767,PLANNED PARENTHOOD ACTION PAC NORTH CAROLINA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
32,C90017054,PLANNED PARENTHOOD CENTRAL COAST ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
33,C90017831,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATE INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
34,C90021874,"PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND, PLANNED PARENTHOOD ADVOCATES",I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2022
35,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",Q,B,M,908178.09,0.0,896541.65,0.0,0.0,0.0,0.0,918047.66,0.0,25.0,0.0,0.0,0.0,100986.11,91116.54,0.0,0.0,893473.23,0.0,0.0,0.0,12/31/2020,2020
36,C00489799,PLANNED PARENTHOOD VOTES,O,U,M,27716950.47,0.0,24412234.93,3048307.85,0.0,0.0,0.0,30110243.88,0.0,248385.0,64690.0,0.0,0.0,3634683.28,1241389.87,491047.39,0.0,2740154.95,10198290.57,0.0,0.0,12/31/2020,2020
37,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
38,C00556860,"PROTECTING CHOICE IN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA",O,U,Q,396641.06,0.0,65482.85,320808.21,0.0,0.0,0.0,369643.94,0.0,10000.0,0.0,0.0,0.0,60193.2,87190.32,4854.88,0.0,100500.0,0.0,0.0,0.0,12/31/2020,2020
39,C00568931,MI PLANNED PARENTHOOD VOTES,O,U,Q,1680935.03,0.0,0.0,1680935.03,0.0,0.0,0.0,1546644.59,0.0,0.0,0.0,0.0,0.0,2101.72,136392.16,0.0,0.0,12773.5,1484151.94,0.0,0.0,12/31/2020,2020
40,C00663724,PLANNED PARENTHOOD VOTES OHIO,O,U,Q,542551.0,0.0,442551.0,100000.0,0.0,0.0,0.0,759689.4,0.0,0.0,0.0,0.0,0.0,368512.98,151374.58,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
41,C00680637,PLANNED PARENTHOOD PENNSYLVANIA VOTES,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
42,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,O,U,Q,1618802.83,0.0,200000.0,1327473.37,0.0,0.0,0.0,1785565.96,0.0,0.0,0.0,0.0,0.0,230586.24,63823.11,6128.12,0.0,0.0,450873.93,0.0,0.0,12/31/2020,2020
43,C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),O,U,Q,2028.48,0.0,2028.48,0.0,0.0,0.0,0.0,7037.7,0.0,0.0,0.0,0.0,0.0,9126.12,4116.9,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
44,C00687475,PLANNED PARENTHOOD NW ACTION PAC,O,U,T,179.7,0.0,0.0,0.0,0.0,0.0,0.0,359.4,0.0,0.0,0.0,0.0,0.0,348.32,168.62,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2019,2020
45,C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,O,U,Q,1561021.01,0.0,1492369.38,2000.0,0.0,0.0,0.0,1438438.84,0.0,5000.0,0.0,0.0,0.0,76081.47,198663.64,0.0,0.0,525182.52,8304.66,0.0,0.0,12/31/2020,2020
46,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,O,U,Q,432264.33,0.0,414118.33,12528.56,0.0,0.0,0.0,557781.8,0.0,7175.0,0.0,0.0,0.0,163274.57,37757.1,0.0,0.0,33970.99,130185.15,0.0,0.0,12/31/2020,2020
47,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,O,U,Q,638140.52,0.0,592757.5,34700.0,0.0,0.0,0.0,545360.49,0.0,0.0,0.0,0.0,0.0,37498.6,130278.63,57625.56,0.0,72183.0,31484.56,0.0,0.0,12/31/2020,2020
48,C00715904,"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND",O,U,Q,20744.5,0.0,19744.5,1000.0,0.0,0.0,0.0,24119.9,0.0,0.0,0.0,0.0,0.0,45705.53,42330.13,75.8,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
49,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",O,U,Q,565594.0,0.0,565594.0,0.0,0.0,0.0,0.0,424231.55,0.0,130.0,0.0,0.0,0.0,0.0,141362.45,43915.41,0.0,25000.0,307680.79,0.0,0.0,12/31/2020,2020
50,C00760967,PLANNED PARENTHOOD ADVOCATES OF GREATER WASHINGTON AND NORTH IDAHO PAC,O,U,Q,1345.9,1345.9,0.0,0.0,0.0,0.0,0.0,1345.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
51,C70004148,PLANNED PARENTHOOD ACTION FUND INC,C,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383807.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
52,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
53,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
54,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
55,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
56,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2019,2020
57,C90008236,PLANNED PARENTHOOD HUDSON PECANIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
58,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
59,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
60,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
61,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
62,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
63,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
64,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
65,C90016510,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND,I,U,Q,345500.0,0.0,0.0,0.0,0.0,0.0,0.0,54979.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2020,2020
66,C90016767,PLANNED PARENTHOOD ACTION PAC NORTH CAROLINA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
67,C90017054,PLANNED PARENTHOOD CENTRAL COAST ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
68,C90017831,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATE INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2020
69,C00314617,"PLANNED PARENTHOOD ACTION FUND INC. PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",Q,B,M,578001.55,0.0,558877.89,0.0,0.0,0.0,0.0,881032.12,0.0,200.0,0.0,0.0,0.0,404016.68,100986.11,0.0,0.0,734020.38,0.0,0.0,0.0,12/31/2018,2018
70,C00489799,PLANNED PARENTHOOD VOTES,O,U,M,21234502.69,0.0,18230967.7,2968888.0,0.0,0.0,0.0,18373481.98,0.0,2000.0,0.0,0.0,0.0,773662.57,3634683.28,26240.4,0.0,1718564.54,5152564.87,0.0,0.0,12/31/2018,2018
71,C00568931,MI PLANNED PARENTHOOD VOTES,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101.72,2101.72,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
72,C00556860,"PROTECTING CHOICE IN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA",O,U,Q,171718.41,0.0,29284.13,140224.04,0.0,0.0,0.0,158087.43,0.0,0.0,0.0,0.0,0.0,46562.22,60193.2,76.66,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
73,C00663724,PLANNED PARENTHOOD VOTES OHIO,O,U,Q,1389633.97,0.0,920806.97,468827.0,0.0,0.0,0.0,1021120.99,0.0,0.0,0.0,0.0,0.0,0.0,368512.98,0.0,0.0,11000.0,152177.06,0.0,0.0,12/31/2018,2018
74,C00680637,PLANNED PARENTHOOD PENNSYLVANIA VOTES,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
75,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,O,U,Q,1260210.72,0.0,68575.0,1108920.0,0.0,0.0,0.0,1382403.75,0.0,0.0,0.0,0.0,0.0,352779.27,230586.24,6259.91,0.0,0.0,463710.69,0.0,0.0,12/31/2018,2018
76,C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),O,U,Q,181722.11,0.0,35572.34,146149.77,0.0,0.0,0.0,172595.99,0.0,0.0,0.0,0.0,0.0,0.0,9126.12,619.89,0.0,0.0,108880.32,0.0,0.0,12/31/2018,2018
77,C00687475,PLANNED PARENTHOOD NW ACTION PAC,O,U,Q,164965.33,0.0,164396.27,0.0,0.0,0.0,0.0,164617.01,0.0,0.0,0.0,0.0,0.0,0.0,348.32,0.0,0.0,0.0,154098.38,0.0,0.0,12/31/2018,2018
78,C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,O,U,Q,994280.85,0.0,937956.31,54088.72,0.0,0.0,0.0,918199.38,0.0,585.0,0.0,0.0,0.0,0.0,76081.47,6960.66,0.0,352034.0,331558.74,0.0,0.0,12/31/2018,2018
79,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,O,U,Q,495814.29,0.0,212089.29,283225.0,0.0,0.0,0.0,332539.72,0.0,0.0,0.0,0.0,0.0,0.0,163274.57,21035.85,0.0,0.0,286917.83,0.0,0.0,12/31/2018,2018
80,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,O,U,Q,445094.11,0.0,438987.16,6083.34,0.0,0.0,0.0,407595.51,0.0,0.0,0.0,0.0,0.0,0.0,37498.6,13771.27,0.0,0.0,184050.11,0.0,0.0,12/31/2018,2018
81,C30001945,PLANNED PARENTHOOD ACTION FUND INC.,E,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
82,C70004148,PLANNED PARENTHOOD ACTION FUND INC,C,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
83,C70004957,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,C,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
84,C90004441,FREEDOM FUND OF PLANNED PARENTHOOD,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
85,C90004458,PLANNED PARENTHOOD VOTER INFORMATION FUND OF SEATTLE-KING COUNTY,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
86,C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,I,U,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2018,2018
87,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,I,U,Q,73477.69,0.0,0.0,0.0,0.0,0.0,0.0,73477.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2018,2018
88,C90005042,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
89,C90005067,PLANNED PARENTHOOD OF HOUSTON & SOUTHEAST TEXAS ACTION FUND INC,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
90,C90005349,PLANNED PARENTHOOD ACTION FD CENT/N AZ,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
91,C90005398,PLANNED PARENTHOOD/HOUSTON/SE TEX ACT,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
92,C90005430,PLANNED PARENTHOOD ADVOCATES OF CHESTE,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
93,C90005455,PLANNED PARENTHOOD SUSQUEHANNA VALLEY,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
94,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,50500.0,0.0,0.0,0.0,0.0,0.0,0.0,1410087.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2018,2018
95,C90005505,PPANY-PLANNED PARENTHOOD ADVOCATES/NY,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
96,C90005513,PLANNED PARENTHOOD ACTION FUND OF SANT,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
97,C90005620,PLANNED PARENTHOOD GOLDEN GATE ACTION,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
98,C90005885,PLANNED PARENTHOOD ACTION FUND OF NJ,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
99,C90005927,ADVOCATES THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
100,C90005943,"PLANNED PARENTHOOD OF THE MID HUDSON VALLEY ACTION FUND, INC",I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
101,C90006032,PLANNED PARENTHOOD OF KS & MID-MO,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
102,C90006057,PLANNED PARENTHOOD ACTION FUND OF GEOR,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
103,C90006065,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
104,C90006123,PLANNED PARENTHOOD NM ACTION FUND INC,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
105,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,I,U,Q,2785.11,0.0,0.0,0.0,0.0,0.0,0.0,109025.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2018,2018
106,C90006362,PLANNED PARENTHD AT/FD SAN DIEGO RIVERSIDE,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
107,C90006438,PLANNED PARENTHOOD OF THE MID-HUDSON V,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
108,C90006479,PLANNED PARENTHOOD ADVOCACY FUND,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
109,C90006487,PLANNED PARENTHOOD VOTES! WASHINGTON,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
110,C90006594,PLANNED PARENTHOOD AFFILIATES OF CALIF,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
111,C90006685,PLANNED PARENTHOOD ADVOCATES OF MICHIGAN,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
112,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
113,C90006719,PLANNED PARENTHOOD ADVOCATES OF KANSAS,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
114,C90006867,PLANNED PARENTHOOD SOUTHEASTERN PENNSY,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
115,C90006917,FLORIDA ALLIANCE OF PLANNED PARENTHOOD,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
116,C90007014,PLANNED PARENTHOOD ADVOCACY FUND OF DE,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
117,C90007063,PLANNED PARENTHOOD ADVOCATES,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
118,C90007105,PLANNED PARENTHOOD ADVOCATES OF NY,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
119,C90007311,PLANNED PARENTHOOD ADVOCATES MAR MONTE,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
120,C90007329,PLANNED PARENTHOOD OF NORTH TEXAS ACTI,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
121,C90007394,ADVOCATES PLANNED PARENTHOOD OF LOUISVILLE AND WESTERN KY,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
122,C90007428,PLANNED PARENTHOOD ACTION FUND OF CENT,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
123,C90007469,PLANNED PARENTHOOD OF THE TEXAS CAPITAL REGION ACTION FUND,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
124,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
125,C90008194,PLANNED  PARENTHOOD: SHASTA-DIABLO ACT,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
126,C90008236,PLANNED PARENTHOOD HUDSON PECANIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
127,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
128,C90008400,PLANNED PARENTHOOD CHICAGO ACTION,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
129,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2017,2018
130,C90008970,PLANNED PARENTHOOD AFFILIATES OF OHIO,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
